OrderID,OrderDate,PostcodeDistrict,AreaGroup,OrderType,Plan,Product,UnitPrice,Quantity,Revenue,DeliverySlot,OnTime,Fulfilled
535,23-05-2025,IG4,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
536,23-05-2025,E7,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
537,23-05-2025,IG4,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
538,23-05-2025,IG11,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes
539,23-05-2025,E2,Hackney-BethnalGreen,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes
540,23-05-2025,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
541,23-05-2025,IG6,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes
542,23-05-2025,IG3,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
543,23-05-2025,IG6,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
544,23-05-2025,E9,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
545,23-05-2025,E3,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
546,24-05-2025,E16,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes
547,24-05-2025,E10,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
548,24-05-2025,E6,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
549,24-05-2025,E3,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
550,24-05-2025,IG3,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Evening,Yes,Yes
551,24-05-2025,IG11,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
552,24-05-2025,E8,Hackney-BethnalGreen,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
553,25-05-2025,E1,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
554,25-05-2025,IG6,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,No,Yes
555,25-05-2025,E16,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
556,25-05-2025,E8,Hackney-BethnalGreen,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes
557,25-05-2025,E12,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
558,25-05-2025,E12,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
559,25-05-2025,E16,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
560,25-05-2025,IG1,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
561,25-05-2025,IG1,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes
562,25-05-2025,IG3,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
563,26-05-2025,IG6,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Evening,Yes,Yes
564,26-05-2025,E2,Hackney-BethnalGreen,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Evening,Yes,Yes
565,26-05-2025,E16,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
566,26-05-2025,E10,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
567,26-05-2025,E14,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
568,27-05-2025,IG1,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes
569,27-05-2025,IG4,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,No,Yes
570,27-05-2025,E14,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
571,27-05-2025,E1,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
572,27-05-2025,RM9,Barking-Dagenham,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes
573,27-05-2025,IG4,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Evening,Yes,Yes
574,28-05-2025,IG4,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
575,28-05-2025,IG3,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
576,28-05-2025,IG2,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
577,28-05-2025,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
578,28-05-2025,E8,Hackney-BethnalGreen,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes
579,28-05-2025,IG3,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
580,28-05-2025,E16,Docklands,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes
581,29-05-2025,IG2,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
582,29-05-2025,IG6,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,No,Yes
583,29-05-2025,E6,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Evening,Yes,Yes
584,29-05-2025,IG11,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
585,29-05-2025,E9,Hackney-BethnalGreen,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
586,29-05-2025,RM8,Barking-Dagenham,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
587,29-05-2025,E2,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
588,29-05-2025,IG1,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
589,29-05-2025,E13,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
590,30-05-2025,IG6,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
591,30-05-2025,E6,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
592,30-05-2025,E14,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
593,30-05-2025,E9,Hackney-BethnalGreen,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
594,30-05-2025,E14,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
595,30-05-2025,E13,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
596,30-05-2025,E11,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,No,Yes
597,31-05-2025,RM6,Barking-Dagenham,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes
598,31-05-2025,E10,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,No,Yes
599,31-05-2025,IG2,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
600,31-05-2025,E7,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
601,31-05-2025,E14,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,No,Yes
602,01-06-2025,E6,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes
603,01-06-2025,E11,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
604,01-06-2025,IG4,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
605,01-06-2025,IG4,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
606,01-06-2025,E3,Docklands,Subscription,Essence,Essence,32.95,1,32.95,Morning,No,Yes
607,01-06-2025,IG4,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
608,01-06-2025,E16,Docklands,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes
609,02-06-2025,E12,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
610,02-06-2025,E12,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes
611,02-06-2025,RM9,Barking-Dagenham,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes
612,02-06-2025,E6,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes
613,02-06-2025,E16,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
614,02-06-2025,E6,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes
615,03-06-2025,E3,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
616,03-06-2025,E12,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes
617,03-06-2025,E16,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
618,03-06-2025,E13,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
619,03-06-2025,E8,Hackney-BethnalGreen,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
620,03-06-2025,IG3,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
621,04-06-2025,IG2,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Evening,Yes,Yes
622,04-06-2025,IG2,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,No,Yes
623,04-06-2025,E16,Docklands,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes
624,04-06-2025,IG2,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes
625,04-06-2025,IG1,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
626,05-06-2025,E7,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
627,05-06-2025,E2,Hackney-BethnalGreen,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,No,Yes
628,05-06-2025,E11,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes
629,05-06-2025,E13,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes
630,05-06-2025,E6,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Evening,Yes,Yes
631,05-06-2025,RM6,Barking-Dagenham,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
632,05-06-2025,E14,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,No,Yes
633,06-06-2025,E10,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
634,06-06-2025,E9,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes
635,06-06-2025,E3,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
636,06-06-2025,E9,Hackney-BethnalGreen,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
637,06-06-2025,E11,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
638,06-06-2025,IG3,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
639,06-06-2025,IG2,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
640,06-06-2025,IG2,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Evening,Yes,Yes
641,07-06-2025,E16,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
642,07-06-2025,E12,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
643,07-06-2025,E11,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
644,07-06-2025,IG6,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,No,Yes
645,07-06-2025,IG1,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
646,07-06-2025,RM9,Barking-Dagenham,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes
647,07-06-2025,IG1,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
648,07-06-2025,IG3,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes
649,07-06-2025,E2,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
650,07-06-2025,IG2,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
651,08-06-2025,E6,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes
652,08-06-2025,E11,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
653,08-06-2025,E13,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes
654,08-06-2025,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
655,08-06-2025,E12,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,No,Yes
656,08-06-2025,E1,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
657,08-06-2025,E10,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes
658,08-06-2025,IG4,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
659,08-06-2025,IG4,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes
660,08-06-2025,IG3,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
661,09-06-2025,E9,Hackney-BethnalGreen,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
662,09-06-2025,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
663,09-06-2025,E2,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
664,09-06-2025,E1,Docklands,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
665,09-06-2025,E13,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
666,09-06-2025,IG2,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
667,09-06-2025,IG4,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes
668,09-06-2025,E3,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes
669,10-06-2025,E12,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Evening,Yes,Yes
670,10-06-2025,E6,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes
671,10-06-2025,IG6,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes
672,10-06-2025,E11,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Evening,Yes,Yes
673,10-06-2025,RM8,Barking-Dagenham,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes
674,10-06-2025,IG3,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes
675,10-06-2025,E13,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes
676,10-06-2025,IG4,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes
677,11-06-2025,IG3,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes
678,11-06-2025,E13,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Evening,Yes,Yes
679,11-06-2025,E12,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Evening,Yes,Yes
680,11-06-2025,E12,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
681,11-06-2025,E11,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Evening,Yes,Yes
682,11-06-2025,IG6,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Evening,Yes,Yes
683,11-06-2025,E11,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Evening,Yes,Yes
684,11-06-2025,E16,Docklands,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
685,11-06-2025,E14,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Evening,Yes,Yes
686,11-06-2025,RM9,Barking-Dagenham,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes
687,12-06-2025,E7,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
688,12-06-2025,E14,Docklands,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Evening,Yes,Yes
689,12-06-2025,RM8,Barking-Dagenham,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
690,12-06-2025,E7,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
691,12-06-2025,E11,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
692,12-06-2025,E8,Hackney-BethnalGreen,Subscription,Essence,Essence,32.95,1,32.95,Evening,Yes,Yes
693,12-06-2025,RM9,Barking-Dagenham,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes
694,12-06-2025,IG11,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
695,12-06-2025,E6,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Evening,Yes,Yes
696,12-06-2025,E14,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Evening,Yes,Yes
697,12-06-2025,E6,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Evening,Yes,Yes
698,13-06-2025,E10,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Evening,Yes,Yes
699,13-06-2025,E7,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
700,13-06-2025,E16,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Evening,Yes,Yes
701,13-06-2025,IG1,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes
702,13-06-2025,E12,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Evening,Yes,Yes
703,13-06-2025,RM9,Barking-Dagenham,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes
704,13-06-2025,E16,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
705,13-06-2025,E1,Docklands,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,No,Yes
706,13-06-2025,E13,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes
707,14-06-2025,E12,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Evening,Yes,Yes
708,14-06-2025,IG1,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Evening,Yes,Yes
709,14-06-2025,E8,Hackney-BethnalGreen,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes
710,14-06-2025,RM6,Barking-Dagenham,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes
711,14-06-2025,IG11,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes
712,14-06-2025,IG1,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Evening,Yes,Yes
